locationjob,location,job,gd_salary,indeed_salary,ps_salary,city,state,vote,v_gd_salary,v_indeed_salary,v_ps_salary,avg_salary,remove_or_not,Region
long beach californiasolutions architect,long beach california,solutions architect,97304,102226,95000,LONG BEACH ,California,55,5351720,5622430,5225000,98176.66667,no,West
fort wayne indianait developer,fort wayne indiana,it developer,97290,112000,95400,FORT WAYNE ,Indiana,11,1070190,1232000,1049400,101563.3333,no,Midwest
fort lauderdale floridajava developer,fort lauderdale florida,java developer,97242,85265,70936,FORT LAUDERDALE ,Florida,29,2820018,2472685,2057144,84481,no,South
little rock arkansasweb developer,little rock arkansas,web developer,97228,63708,60500,LITTLE ROCK ,Arkansas,6,583368,382248,363000,73812,no,South
phoenix arizonafrontend developer,phoenix arizona,frontend developer,97222,105569,73710,PHOENIX ,Arizona,11,1069442,1161259,810810,92167,no,West
el paso texasit support engineer,el paso texas,it support engineer,97190,44373,73784,EL PASO ,Texas,38,3693220,1686174,2803792,71782.33333,no,South
des moines iowamobile developer,des moines iowa,mobile developer,97186,130841,71329,DES MOINES ,Iowa,6,583116,785046,427974,99785.33333,no,Midwest
kansas city kansasdata engineer,kansas city kansas,data engineer,97181,124701,78344, CITY ,Kansas,6,583086,748206,470064,100075.3333,no,Midwest
tempe arizonabusiness intelligence developer,tempe arizona,business intelligence developer,97096,73226,95397,TEMPE ,Arizona,11,1068056,805486,1049367,88573,no,West
buffalo new yorksoftware quality assurance engineer,buffalo new york,software quality assurance engineer,97084,92919,60636,BUFFALO ,New York,29,2815436,2694651,1758444,83546.33333,no,North East
durham north carolinafrontend software engineer,durham north carolina,frontend software engineer,97063,86320,83215,DURHAM ,North Carolina,15,1455945,1294800,1248225,88866,no,South
fresno californiaweb developer,fresno california,web developer,97029,61711,57500,FRESNO ,California,55,5336595,3394105,3162500,72080,no,West
colorado springs coloradodata analyst,colorado springs colorado,data analyst,97025,115512,76593, SPRINGS ,Colorado,9,873225,1039608,689337,96376.66667,no,West
herndon virginiaprincipal software engineer,herndon virginia,principal software engineer,96959,162526,165904,HERNDON ,Virginia,13,1260467,2112838,2156752,141796.3333,no,South
chandler arizonait developer,chandler arizona,it developer,96923,110764,100000,CHANDLER ,Arizona,11,1066153,1218404,1100000,102562.3333,no,West
melbourne floridajunior software engineer,melbourne florida,junior software engineer,96918,71488,71443,MELBOURNE ,Florida,29,2810622,2073152,2071847,79949.66667,no,South
orlando floridaweb developer,orlando florida,web developer,96916,82614,78604,ORLANDO ,Florida,29,2810564,2395806,2279516,86044.66667,no,South
lincoln nebraskaweb developer,lincoln nebraska,web developer,96841,64473,73521,LINCOLN ,Nebraska,5,484205,322365,367605,78278.33333,no,Midwest
richardson texasit developer,richardson texas,it developer,96819,91118,92432,RICHARDSON ,Texas,38,3679122,3462484,3512416,93456.33333,no,South
albuquerque new mexicosite reliability engineer,albuquerque new mexico,site reliability engineer,96802,96942,76000,ALBUQUERQUE ,New Mexico,5,484010,484710,380000,89914.66667,no,West
birmingham alabamait developer,birmingham alabama,it developer,96793,85301,92500,BIRMINGHAM ,Alabama,9,871137,767709,832500,91531.33333,no,South
albuquerque new mexicocyber security engineer,albuquerque new mexico,cyber security engineer,96762,98253,99500,ALBUQUERQUE ,New Mexico,5,483810,491265,497500,98171.66667,no,West
fremont californiasoftware developer,fremont california,software developer,96754,109513,97436,FREMONT ,California,55,5321470,6023215,5358980,101234.3333,no,West
portland oregonsenior system engineer,portland oregon,senior system engineer,96709,112524,100051,PORTLAND ,Oregon,7,676963,787668,700357,103094.6667,no,West
santa clara californiajunior software engineer,santa clara california,junior software engineer,96649,118575,78000,SANTA CLARA ,California,55,5315695,6521625,4290000,97741.33333,no,West
san diego californiacyber security engineer,san diego california,cyber security engineer,96602,126213,116946,SAN DIEGO ,California,55,5313110,6941715,6432030,113253.6667,no,West
norfolk virginiaweb developer,norfolk virginia,web developer,96569,118555,58500,NORFOLK ,Virginia,13,1255397,1541215,760500,91208,no,South
harrisburg pennsylvaniaweb developer,harrisburg pennsylvania,web developer,96566,81572,53926,HARRISBURG ,Pennsylvania,20,1931320,1631440,1078520,77354.66667,no,North East
tampa floridait support engineer,tampa florida,it support engineer,96513,93568,51456,TAMPA ,Florida,29,2798877,2713472,1492224,80512.33333,no,South
richardson texasdata engineer,richardson texas,data engineer,96482,122937,81389,RICHARDSON ,Texas,38,3666316,4671606,3092782,100269.3333,no,South
indianapolis indianadata scientist,indianapolis indiana,data scientist,96461,197065,124750,POLIS ,Indiana,11,1061071,2167715,1372250,139425.3333,no,Midwest
cambridge massachusettssenior data analyst,cambridge massachusetts,senior data analyst,96459,107804,81529,CAMBRIDGE ,Massachusetts,11,1061049,1185844,896819,95264,no,North East
dallas texassoftware quality assurance engineer,dallas texas,software quality assurance engineer,96366,132100,81538,DALLAS ,Texas,38,3661908,5019800,3098444,103334.6667,no,South
herndon virginiasoftware engineer,herndon virginia,software engineer,96325,138626,167865,HERNDON ,Virginia,13,1252225,1802138,2182245,134272,no,South
irvine californiaweb developer,irvine california,web developer,96316,83832,98264,IRVINE ,California,55,5297380,4610760,5404520,92804,no,West
fort worth texasdata analyst,fort worth texas,data analyst,96264,91930,92000,FORT WORTH ,Texas,38,3658032,3493340,3496000,93398,no,South
sioux city iowaengineer manager,sioux city iowa,engineer manager,96250,94093,85311,SIOUX CITY ,Iowa,6,577500,564558,511866,91884.66667,no,Midwest
charleston south carolinadata analyst,charleston south carolina,data analyst,96239,78519,75076,CHARLESTON ,South Carolina,9,866151,706671,675684,83278,no,South
portland oregonfrontend developer,portland oregon,frontend developer,96199,96986,96958,PORTLAND ,Oregon,7,673393,678902,678706,96714.33333,no,West
alpharetta georgiasoftware engineer,alpharetta georgia,software engineer,96169,100367,142500,ALPHARETTA ,Georgia,16,1538704,1605872,2280000,113012,no,South
boston massachusettsfrontend developer,boston massachusetts,frontend developer,96162,129123,104451,BOSTON ,Massachusetts,11,1057782,1420353,1148961,109912,no,North East
providence rhode islandapplication developer,providence rhode island,application developer,96149,90460,67500,PROVIDENCE ,Rhode Island,4,384596,361840,270000,84703,no,North East
buffalo new yorkjava developer,buffalo new york,java developer,96148,121226,92952,BUFFALO ,New York,29,2788292,3515554,2695608,103442,no,North East
raleigh north carolinait developer,raleigh north carolina,it developer,96094,110311,80904,RALEIGH ,North Carolina,15,1441410,1654665,1213560,95769.66667,no,South
sioux falls south dakotadata analyst,sioux falls south dakota,data analyst,96052,75597,65170,SIOUX FALLS ,South Dakota,3,288156,226791,195510,78939.66667,no,Midwest
durham north carolinadata analyst,durham north carolina,data analyst,95983,87500,75000,DURHAM ,North Carolina,15,1439745,1312500,1125000,86161,no,South
spokane washingtonjunior software engineer,spokane washington,junior software engineer,95939,92230,40000,SPOKANE ,Washington,12,1151268,1106760,480000,76056.33333,no,West
miami floridajava developer,miami florida,java developer,95900,102280,90000,MIAMI ,Florida,29,2781100,2966120,2610000,96060,no,South
san jose californiait support engineer,san jose california,it support engineer,95861,97002,83109,SAN JOSE ,California,55,5272355,5335110,4570995,91990.66667,no,West
greenville south carolinadata analyst,greenville south carolina,data analyst,95815,96920,73750,GREENVILLE ,South Carolina,9,862335,872280,663750,88828.33333,no,South
charlotte north carolinadata analyst,charlotte north carolina,data analyst,95809,96478,88800,CHARLOTTE ,North Carolina,15,1437135,1447170,1332000,93695.66667,no,South
charlotte north carolinadata engineer,charlotte north carolina,data engineer,95796,126786,86223,CHARLOTTE ,North Carolina,15,1436940,1901790,1293345,102935,no,South
san luis obispo californiasoftware engineer,san luis obispo california,software engineer,95796,101345,73407,SAN LUIS OBISPO ,California,55,5268780,5573975,4037385,90182.66667,no,West
fremont californiasenior system engineer,fremont california,senior system engineer,95783,120789,69000,FREMONT ,California,55,5268065,6643395,3795000,95190.66667,no,West
raleigh north carolinafrontend developer,raleigh north carolina,frontend developer,95727,110792,112249,RALEIGH ,North Carolina,15,1435905,1661880,1683735,106256,no,South
wichita kansassoftware quality assurance engineer,wichita kansas,software quality assurance engineer,95706,73736,68476,WICHITA ,Kansas,6,574236,442416,410856,79306,no,Midwest
fort worth texasbusiness intelligence developer,fort worth texas,business intelligence developer,95583,92765,94000,FORT WORTH ,Texas,38,3632154,3525070,3572000,94116,no,South
fairfax virginiasenior systems engineer,fairfax virginia,senior systems engineer,95560,107586,114250,FAIRFAX ,Virginia,13,1242280,1398618,1485250,105798.6667,no,South
albany new yorksoftware architect,albany new york,software architect,95548,115368,106250,ALBANY ,New York,29,2770892,3345672,3081250,105722,no,North East
houston texasfrontend developer,houston texas,frontend developer,95487,103725,79306,HOUSTON ,Texas,38,3628506,3941550,3013628,92839.33333,no,South
indianapolis indianacyber security engineer,indianapolis indiana,cyber security engineer,95462,155396,160044,POLIS ,Indiana,11,1050082,1709356,1760484,136967.3333,no,Midwest
dayton ohiodata engineer,dayton ohio,data engineer,95460,122255,85671,DAYTON ,Ohio,18,1718280,2200590,1542078,101128.6667,no,Midwest
lehi utahsoftware engineer,lehi utah,software engineer,95429,109724,146000,LEHI ,Utah,6,572574,658344,876000,117051,no,West
oakland californiasoftware developer,oakland california,software developer,95414,124187,112940,OAKLAND ,California,55,5247770,6830285,6211700,110847,no,West
tempe arizonajunior software engineer,tempe arizona,junior software engineer,95376,109676,70000,TEMPE ,Arizona,11,1049136,1206436,770000,91684,no,West
cleveland ohiofrontend developer,cleveland ohio,frontend developer,95342,96781,64000,CLEVELAND ,Ohio,18,1716156,1742058,1152000,85374.33333,no,Midwest
staten island new yorkdirector of engineering,staten island new york,director of engineering,95330,94559,65500,STATEN ISLAND ,New York,29,2764570,2742211,1899500,85129.66667,no,North East
eugene oregoninformation technology manager,eugene oregon,information technology manager,95307,83791,83654,EUGENE ,Oregon,7,667149,586537,585578,87584,no,West
greenville south carolinatechnical lead,greenville south carolina,technical lead,95278,99111,69634,GREENVILLE ,South Carolina,9,857502,891999,626706,88007.66667,no,South
frisco texasbusiness intelligence developer,frisco texas,business intelligence developer,95255,90066,114882,FRISCO ,Texas,38,3619690,3422508,4365516,100067.6667,no,South
orlando floridasoftware quality assurance engineer,orlando florida,software quality assurance engineer,95227,112539,55481,ORLANDO ,Florida,29,2761583,3263631,1608949,87749,no,South
charleston south carolinainformation technology manager,charleston south carolina,information technology manager,95215,69175,42500,CHARLESTON ,South Carolina,9,856935,622575,382500,68963.33333,no,South
birmingham alabamasoftware quality assurance engineer,birmingham alabama,software quality assurance engineer,95145,76957,73044,BIRMINGHAM ,Alabama,9,856305,692613,657396,81715.33333,no,South
omaha nebraskait support engineer,omaha nebraska,it support engineer,95129,74981,74597,OMAHA ,Nebraska,5,475645,374905,372985,81569,no,Midwest
oklahoma city oklahomasoftware quality assurance engineer,oklahoma city oklahoma,software quality assurance engineer,95120,113844,104630, CITY ,Oklahoma,7,665840,796908,732410,104531.3333,no,South
denver coloradoit support engineer,denver colorado,it support engineer,95095,73084,92509,DENVER ,Colorado,9,855855,657756,832581,86896,no,West
orlando floridasenior data analyst,orlando florida,senior data analyst,95082,92620,80000,ORLANDO ,Florida,29,2757378,2685980,2320000,89234,no,South
fairfax virginiacyber security engineer,fairfax virginia,cyber security engineer,95063,147054,117992,FAIRFAX ,Virginia,13,1235819,1911702,1533896,120036.3333,no,South
plano texasdata analyst,plano texas,data analyst,94951,125967,85663,PLANO ,Texas,38,3608138,4786746,3255194,102193.6667,no,South
madison wisconsinbusiness intelligence developer,madison wisconsin,business intelligence developer,94904,110639,90000,MADISON ,Wisconsin,10,949040,1106390,900000,98514.33333,no,Midwest
spokane washingtonweb developer,spokane washington,web developer,94878,66107,55000,SPOKANE ,Washington,12,1138536,793284,660000,71995,no,West
bloomington indianadata engineer,bloomington indiana,data engineer,94848,96210,79382,BLOOMINGTON ,Indiana,11,1043328,1058310,873202,90146.66667,no,Midwest
irving texasios developer,irving texas,ios developer,94834,97109,104762,IRVING ,Texas,38,3603692,3690142,3980956,98901.66667,no,South
charlotte north carolinait support engineer,charlotte north carolina,it support engineer,94746,88751,40000,CHARLOTTE ,North Carolina,15,1421190,1331265,600000,74499,no,South
oakland californiasoftware architect,oakland california,software architect,94702,157200,162500,OAKLAND ,California,55,5208610,8646000,8937500,138134,no,West
alexandria virginiajava developer,alexandria virginia,java developer,94673,102325,81389,ALEXANDRIA ,Virginia,13,1230749,1330225,1058057,92795.66667,no,South
miami floridabusiness intelligence developer,miami florida,business intelligence developer,94670,98641,175000,MIAMI ,Florida,29,2745430,2860589,5075000,122770.3333,no,South
