locationjob,date,location,job,salary,two_date
british columbiapurchasing coordinator,25-May-23,british columbia,purchasing coordinator,"52,158",
connecticutinsurance underwriter,,connecticut,insurance underwriter,"52,155",
stlibrarian,26-Oct-22,st,librarian,"52,154",
edmonton abinside sales representat4e,25-May-23,edmonton ab,inside sales representat4e,"52,152",
coloradomathematics teacher,25-Apr-23,colorado,mathematics teacher,"52,150",With two date
connecticutloan processor,5-May-23,connecticut,loan processor,"52,150",
tampa floridaadministrative officer,,tampa florida,administrative officer,"52,150",
jerome idahochief technology officer,9-Feb-23,jerome idaho,chief technology officer,"52,144",With two date
little rock arkansasnetwork specialist,24-Sep-21,little rock arkansas,network specialist,"52,141",
new zealandmachine learning engineer,10-Jun-22,new zealand,machine learning engineer,"52,135",
connecticuttraining specialist,26-Apr-23,connecticut,training specialist,"52,132",
oklahomapastor,30-May-23,oklahoma,pastor,"52,132",
cupertino californiahuman resources specialist,,cupertino california,human resources specialist,"52,132",
manitobabenefits consultant,,manitoba,benefits consultant,"52,129",
chicago illinoismortgage closer,13-Feb-23,chicago illinois,mortgage closer,"52,128",
arlington heights illinoisweb developer,,arlington heights illinois,web developer,"52,127",
dallas texastransaction coordinator,,dallas texas,transaction coordinator,"52,121",
boston massachusettslecturer,5-May-23,boston massachusetts,lecturer,"52,119",
chicago illinoiseducation coordinator,19-Apr-23,chicago illinois,education coordinator,"52,113",
cleveland ohioexecut4e assistant,18-May-23,cleveland ohio,execut4e assistant,"52,102",With two date
edina minnesotacustomer service/sales representat4e,,edina minnesota,customer service/sales representat4e,"52,099",With two date
stsous chef,25-Apr-23,st,sous chef,"52,098",
des moines iowanetwork specialist,4-Oct-22,des moines iowa,network specialist,"52,097",With two date
seattle washingtonprimary care physician,25-May-23,seattle washington,primary care physician,"52,092",
jacksonville beach floridachief technology officer,,jacksonville beach florida,chief technology officer,"52,090",
kansas city missouriseo specialist,,kansas city missouri,seo specialist,"52,089",
langley bcsystems administrator,,langley bc,systems administrator,"52,087",
philadelphia pennsylvaniahistorian,24-Jul-21,philadelphia pennsylvania,historian,"52,083",
valdosta georgiaengineer manager,26-May-23,valdosta georgia,engineer manager,"52,081",
langley bc.net developer,,langley bc,.net developer,"52,077",
newfoundland and labradorpost-doctoral fellow,5-May-23,newfoundland and labrador,post-doctoral fellow,"52,075",
oklahoma city oklahomawarehouse supervisor,,oklahoma city oklahoma,warehouse supervisor,"52,073",
indianapolis indianahigh school teacher,29-Apr-23,indianapolis indiana,high school teacher,"52,072",With two date
west lafayette indianaengineer manager,21-Jul-22,west lafayette indiana,engineer manager,"52,071",
pittsburgh pennsylvaniafirefighter,4-Jan-22,pittsburgh pennsylvania,firefighter,"52,067",With two date
dallas texasphysical education teacher,13-Jun-23,dallas texas,physical education teacher,"52,066",
albany new yorkexecut4e assistant,24-Apr-23,albany new york,execut4e assistant,"52,062",With two date
tampa floridainterior designer,12-Jun-23,tampa florida,interior designer,"52,062",With two date
dallas texaspurchasing agent,21-May-23,dallas texas,purchasing agent,"52,061",With two date
austin texasaccount coordinator,9-May-23,austin texas,account coordinator,"52,059",
arlington heights illinoispsychologist,21-Apr-23,arlington heights illinois,psychologist,"52,059",
saskatchewanfinancial consultant,,saskatchewan,financial consultant,"52,058",
dayton ohioinside sales representat4e,19-Apr-23,dayton ohio,inside sales representat4e,"52,056",
oklahomainterior designer,27-May-23,oklahoma,interior designer,"52,054",
burlington vermontclinician,,burlington vermont,clinician,"52,050",
long beach californiaparalegal,,long beach california,paralegal,"52,049",
everett washingtonprogrammer,,everett washington,programmer,"52,048",
delray beach floridachief operating officer,,delray beach florida,chief operating officer,"52,045",
tulsa oklahomaplanner,1-Jun-23,tulsa oklahoma,planner,"52,041",
hartford connecticutmanagement trainee,,hartford connecticut,management trainee,"52,041",
chesterfield virginiachief operating officer,20-Mar-23,chesterfield virginia,chief operating officer,"52,038",
hawaiisenior information technology manager,,hawaii,senior information technology manager,"52,038",
lubbock texasdevelopment operations engineer,,lubbock texas,development operations engineer,"52,034",
theagriculture specialist,14-Jun-23,the,agriculture specialist,"52,033",With two date
new brunswickinsurance agent,3-Jun-23,new brunswick,insurance agent,"52,033",With two date
jacksonville floridabenefit specialist,23-Apr-23,jacksonville florida,benefit specialist,"52,030",With two date
georgiapurchasing agent,14-Jun-23,georgia,purchasing agent,"52,026",With two date
tennesseescience teacher,19-Apr-23,tennessee,science teacher,"52,026",With two date
grand rapids michiganchaplain,29-Mar-23,grand rapids michigan,chaplain,"52,018",With two date
chicago illinoisentry level recruiter,3-May-23,chicago illinois,entry level recruiter,"52,017",With two date
puerto ricofullstack developer,1-Jun-23,puerto rico,fullstack developer,"52,015",
phoenix arizonamarketing coordinator,26-Jan-23,phoenix arizona,marketing coordinator,"52,013",
indianaschool psychologist,7-May-23,indiana,school psychologist,"52,011",
prince edward islandproject coordinator,23-May-23,prince edward island,project coordinator,"52,009",
jacksonville floridarecruiter,16-May-23,jacksonville florida,recruiter,"52,007",With two date
minneapolis minnesotapastor,,minneapolis minnesota,pastor,"52,004",
moapa nevadachief technology officer,14-Mar-23,moapa nevada,chief technology officer,"52,000",
ashland kentuckychief technology officer,25-Feb-23,ashland kentucky,chief technology officer,"52,000",
glasgow kentuckysoftware engineer,,glasgow kentucky,software engineer,"52,000",
las vegas nevadaemergency medicine physician,6-Aug-21,las vegas nevada,emergency medicine physician,"52,000",With two date
milwaukee wisconsinarch4ist,7-Jul-22,milwaukee wisconsin,arch4ist,"52,000",With two date
phoenix arizonapharmaceutical sales representat4e,11-Apr-23,phoenix arizona,pharmaceutical sales representat4e,"51,997",
san antonio texasexecut4e assistant,15-Jun-23,san antonio texas,execut4e assistant,"51,985",With two date
tulsa oklahomaparalegal,4-Jun-23,tulsa oklahoma,paralegal,"51,983",
ontario californiarecruiting specialist,27-May-23,ontario california,recruiting specialist,"51,982",With two date
staten island new yorkdata analyst,6-Jan-23,staten island new york,data analyst,"51,972",
houlton mainechief technology officer,15-Mar-23,houlton maine,chief technology officer,"51,972",
san diego californiaplastic surgeon,7-Mar-23,san diego california,plastic surgeon,"51,959",
long beach californiamathematics teacher,13-Apr-22,long beach california,mathematics teacher,"51,955",
minnesotacomputer programmer,2-Jun-23,minnesota,computer programmer,"51,949",
mississauga ontariologistics specialist,9-Jun-23,mississauga ontario,logistics specialist,"51,942",With two date
chapel hill north carolinasolutions architect,,chapel hill north carolina,solutions architect,"51,942",
madison wisconsinparalegal,,madison wisconsin,paralegal,"51,937",
albuquerque new mexicoloan processor,21-Apr-23,albuquerque new mexico,loan processor,"51,937",With two date
san jose californiasolution specialist,,san jose california,solution specialist,"51,935",
melbourne vicapprentice plumber,6-Jun-23,melbourne vic,apprentice plumber,"51,925",With two date
houston texasepidemiologist,13-Jun-23,houston texas,epidemiologist,"51,920",With two date
winnipeg mbpastor,26-Mar-23,winnipeg mb,pastor,"51,909",With two date
ontario californiafull charge bookkeeper,11-Jun-23,ontario california,full charge bookkeeper,"51,906",With two date
chicago illinoisgrant writer,25-Apr-23,chicago illinois,grant writer,"51,903",
fort wayne indianajunior data engineer,,fort wayne indiana,junior data engineer,"51,900",
overland park kansasproject accountant,11-Dec-21,overland park kansas,project accountant,"51,900",With two date
san juan prfrontend developer,29-May-23,san juan pr,frontend developer,"51,898",With two date
stcall center supervisor,24-May-23,st,call center supervisor,"51,898",
atlanta georgiagrant writer,27-May-23,atlanta georgia,grant writer,"51,889",
new yorkfoster parent,14-Jun-23,new york,foster parent,"51,884",
omaha nebraskarecruiter,,omaha nebraska,recruiter,"51,884",
seattle washingtonfreight agent,6-Jan-21,seattle washington,freight agent,"51,884",
saratoga springs new yorkchief technology officer,11-Aug-22,saratoga springs new york,chief technology officer,"51,883",
tallahassee floridaadministrative officer,,tallahassee florida,administrative officer,"51,882",
richardson texasfinancial advisor,,richardson texas,financial advisor,"51,882",
floridaair traffic controller,31-May-23,florida,air traffic controller,"51,881",
british columbiabrewer,27-Apr-23,british columbia,brewer,"51,880",With two date
atlanta georgiaunderwriter trainee,15-Nov-22,atlanta georgia,underwriter trainee,"51,879",
harrisburg pennsylvaniaproduct specialist,,harrisburg pennsylvania,product specialist,"51,877",
orlando floridaadvertising specialist,,orlando florida,advertising specialist,"51,874",
louisianalibrarian,5-Jun-23,louisiana,librarian,"51,873",With two date
idaho falls idahomarketing specialist,24-Jan-23,idaho falls idaho,marketing specialist,"51,872",With two date
manitobaaccounts rece4able clerk,12-Jun-23,manitoba,accounts rece4able clerk,"51,870",
marylandjunior software quality assurance engineer,8-Nov-22,maryland,junior software quality assurance engineer,"51,869",
minnesotapastor,28-Jan-23,minnesota,pastor,"51,869",
michigancommunication specialist,14-May-23,michigan,communication specialist,"51,862",
arizonamediator,25-May-23,arizona,mediator,"51,860",
philadelphia pennsylvaniatalent scout,,philadelphia pennsylvania,talent scout,"51,860",
oklahomajunior systems administrator,,oklahoma,junior systems administrator,"51,857",
oklahoma city oklahomasocial worker,27-Apr-23,oklahoma city oklahoma,social worker,"51,855",
new hampshiremathematics teacher,2-May-23,new hampshire,mathematics teacher,"51,851",With two date
alexandria minnesotaengineer manager,9-Apr-23,alexandria minnesota,engineer manager,"51,850",
chester new yorkchief technology officer,18-May-20,chester new york,chief technology officer,"51,850",
lexington kentuckyaccount execut4e,,lexington kentucky,account execut4e,"51,848",
idahopurchasing agent,9-Jun-23,idaho,purchasing agent,"51,844",
fort wayne indianapublic defender,2-May-23,fort wayne indiana,public defender,"51,842",With two date
chesterfield virginiachief technology officer,12-Jun-23,chesterfield virginia,chief technology officer,"51,840",With two date
new york new yorkvocational rehabilitation counselor,12-Jun-23,new york new york,vocational rehabilitation counselor,"51,840",
californiareading specialist,28-Apr-23,california,reading specialist,"51,838",
oregongrant writer,2-Jun-23,oregon,grant writer,"51,837",With two date
connecticutgrant writer,9-Jun-23,connecticut,grant writer,"51,833",
buffalo new yorkhigh school teacher,,buffalo new york,high school teacher,"51,831",
downingtown pennsylvaniaengineer manager,7-Sep-22,downingtown pennsylvania,engineer manager,"51,823",With two date
clemson south carolinaweb developer,20-Jan-21,clemson south carolina,web developer,"51,812",With two date
lansing michigansafety specialist,30-Nov-22,lansing michigan,safety specialist,"51,811",
kittanning pennsylvaniachief technology officer,13-Oct-20,kittanning pennsylvania,chief technology officer,"51,807",
irving texastraining coordinator,9-Feb-21,irving texas,training coordinator,"51,806",With two date
prince edward islandparalegal,6-Sep-22,prince edward island,paralegal,"51,804",
new jerseyjudge,16-May-23,new jersey,judge,"51,799",
tulsa oklahomarecruiter,10-Jun-23,tulsa oklahoma,recruiter,"51,796",With two date
vancouver bcfreelance web developer,,vancouver bc,freelance web developer,"51,796",
tennesseeparalegal,12-Mar-23,tennessee,paralegal,"51,793",
